ID,type,time,dayofweek,models,params,queuelen,trials,duration
1355,14,0.63125,5,18,3214,0,40,1
2749,,0.261111111,4,222,145,0,40,2
4113,5,0.539583333,2,147,12120,0,40,3
3014,9,0.550694444,3,9,543,0,40,0
3028,3,0.49375,3,1,131,0,40,0
1640,13,0.809722222,1,11,,0,40,3
1290,12,0.579861111,4,82,1407,0,100,2
1380,12,0.51875,3,9,2449,56,40,1
1933,12,0.5,5,2,10590,0,40,1
579,13,0.454166667,3,147,9307,0,40,2
3244,9,0.814583333,1,11,3021,0,40,0
2030,9,0.601388889,3,6,388,0,40,0
892,6,0.481944444,5,1,1445,0,40,1
780,8,0.614583333,3,1,564,0,40,0
159,2,0.489583333,2,222,19639,0,40,2
2,13,0.222916667,5,62,1906,1,20,0
3828,9,0.331944444,6,6,3083,0,40,0
3794,12,0.702777778,1,24,249,0,40,2
849,2,0.480555556,2,27,8555,0,20,0
2466,14,0.836805556,5,13,1299,0,400,3
2764,9,0.051388889,4,829,91,0,40,3
1596,14,0.658333333,1,1,1132,0,200,1
1776,11,0.901388889,2,46,7178,0,40,0
1913,9,0.320138889,1,8,,0,40,0
1043,3,0.688194444,3,5,590,0,40,0
1544,,0.598611111,5,46,23431,32,40,2
2800,12,0.544444444,4,18,9473,11,40,1
53,,0.481944444,1,11,252,4,40,0
1796,5,0.419444444,2,12,33383,0,40,2
1911,14,0.7625,4,19,3307,1,40,1
3260,9,0.622916667,4,5,,0,20,0
2553,7,0.688194444,3,4,1382,0,40,1
3077,9,0.698611111,5,8,2299,1,40,0
4098,8,0.475,3,14,20834,0,40,0
824,2,0.477083333,1,11,1840,0,40,0
4102,14,0.702083333,3,33,1105,0,40,1
1389,,0.521527778,3,148,3627,0,40,3
4006,14,0.594444444,3,21,,0,40,1
3787,9,0.717361111,3,16,1255,0,400,2
1607,13,0.327777778,1,14,4666,0,40,1
1594,0,0.697222222,5,10,3733,86,40,1
771,13,0.390972222,4,4,223,0,20,0
2611,13,0.411111111,2,13,19946,0,40,1
2273,7,0.556944444,2,5,1647,0,40,1
1868,4,0.588194444,3,3,,0,40,0
1085,5,0.664583333,5,17,12027,0,40,2
3131,14,0.753472222,4,17,3247,0,40,1
1325,8,0.36875,5,42,46043,0,40,0
1463,7,0.579166667,2,31,4035,11,40,1
806,13,0.415972222,5,8,,0,40,0
2821,,0.75625,2,15,281,0,40,0
3200,14,0.635416667,5,18,3233,0,40,1
2108,8,0.586805556,1,1,6100,0,40,0
3265,9,0.563194444,5,21,401,0,40,0
4291,11,0.238194444,4,62,19440,0,20,0
2234,9,0.829166667,5,23,78,1,40,0
963,9,0.624305556,1,28,2704,0,40,1
398,14,0.169444444,4,56,4259,0,400,3
2632,7,0.699305556,5,8,2760,0,40,1
4202,3,0.536111111,4,3,,0,40,0
704,3,0.609027778,5,18,2059,0,40,0
431,9,0.5625,3,828,370,3,40,2
292,11,0.582638889,2,2,148043,0,40,0
4215,12,0.454861111,4,2,15131,0,200,2
145,11,0.418055556,5,27,12805,0,20,0
3142,,0.223611111,5,62,644,14,20,0
2033,9,0.684027778,3,17,178,2,40,0
3230,9,0.209027778,3,10,,0,40,0
1165,9,0.740277778,2,3,477,0,40,0
2050,9,0.640972222,5,3,1559,0,100,0
2624,8,0.691666667,3,265,,0,40,1
3511,12,0.761805556,3,2,76,0,40,1
339,11,0.452777778,2,1,27973,0,200,0
3601,9,0.502083333,7,7,456,0,40,0
265,5,0.666666667,1,1,5786,0,40,1
2424,,0.640972222,4,6,316,0,40,0
3573,8,0.758333333,5,13,43592,0,20,0
1771,8,0.652777778,3,40,10676,0,40,0
271,,0.564583333,4,13,,0,400,3
696,12,0.595833333,3,2,14570,0,40,1
747,8,0.359722222,1,28,6638,0,20,0
244,9,0.595138889,4,2,1019,0,40,0
317,13,0.424305556,5,21,2920,0,40,0
476,8,0.532638889,3,2,19924,0,40,0
2032,12,0.490277778,5,2,4631,0,40,2
3910,9,0.33125,5,8,,0,40,0
2882,13,0.392361111,1,7,6521,98,40,0
813,,0.547916667,4,4,81263,0,100,1
1914,,0.6125,1,16,411,0,40,0
4258,13,0.613194444,1,7,17387,0,40,0
1297,7,0.492361111,5,5,2129,3,20,3
1804,7,0.439583333,2,5,1714,0,40,2
3638,11,0.418055556,5,1,18699,0,40,0
250,9,0.777777778,3,10,3279,0,40,0
2461,5,0.663194444,5,8,4620,0,20,0
545,14,0.675,5,3,3733,0,40,1
738,12,0.695138889,2,7,4651,0,40,1
310,4,0.610416667,5,17,2103,0,40,1
1131,,0.654861111,3,31,1487,39,40,0
1449,8,0.722916667,4,2,47089,0,40,0
4260,12,0.725694444,2,26,1283,3,20,1
15,8,0.369444444,4,2,8956,0,200,0
2769,6,0.279861111,5,62,648,2,20,0
4034,0,0.484027778,1,14,4895,0,40,0
3759,8,0.452083333,2,2,32533,0,200,1
4084,11,0.447916667,3,3,22908,0,40,0
3694,9,0.768055556,4,14,,2,40,0
363,,0.633333333,5,17,3277,5,40,1
182,14,0.440972222,5,21,3334,0,40,1
1194,9,0.503472222,7,13,428,0,40,0
3565,9,0.692361111,4,1,200,0,40,0
1121,4,0.583333333,2,58,,0,40,1
2235,8,0.384722222,5,33,23610,0,20,0
2667,2,0.40625,2,2,8279,0,40,0
1182,,0.720833333,2,9,1261,14,40,0
4057,9,0.903472222,1,5,1979,0,40,0
614,14,0.449305556,5,2,1550,0,40,1
1466,13,0.658333333,1,1,3242,0,200,1
401,9,0.847916667,4,11,1256,821,40,2
934,9,0.415972222,1,9,248,0,40,0
2419,9,0.563194444,1,22,380,0,40,0
3819,,0.583333333,2,58,1044,1,40,1
2641,4,0.663194444,5,14,1479,0,40,1
3022,13,0.59375,1,62,4936,0,20,0
726,11,0.658333333,1,2,34039,0,200,0
826,13,0.804861111,1,27,,0,40,0
1521,,0.5,1,26,4875,206,40,2
4111,8,0.527777778,3,1,16833,0,40,0
136,11,0.690277778,3,16,25794,0,400,1
628,12,0.610416667,4,4,104,0,40,1
334,2,0.733333333,5,16,25623,0,400,1
390,8,0.795138889,1,1,17884,0,40,0
3521,9,0.629861111,5,3,1800,0,100,0
1817,2,0.395833333,1,8,17646,0,40,0
400,14,0.555555556,1,6,2199,3870,40,2
710,14,0.716666667,3,20,3231,0,40,1
1039,9,0.743055556,4,9,2259,168,40,1
3004,9,0.544444444,7,28,553,0,40,1
3975,6,0.6375,2,13,2600,0,40,1
1561,3,0.456944444,5,25,1404,0,40,0
4156,8,0.076388889,5,26,,0,40,0
3859,14,0.414583333,5,3,,0,40,1
1112,6,0.70625,3,16,1209,0,400,2
2513,13,0.482638889,5,6,6232,731,40,2
1223,9,0.546527778,7,25,501,0,40,1
3105,11,0.452083333,4,27,3469,0,40,1
2421,9,0.58125,5,6,3154,0,40,0
1508,14,0.469444444,2,13,1283,0,400,3
1750,13,0.525,3,1,,0,40,0
3083,,0.417361111,5,8,834,0,40,1
1799,6,0.279861111,5,62,635,2,20,0
338,9,0.877777778,7,27,188,0,40,0
215,,0.565277778,4,13,1305,0,400,3
1341,12,0.492361111,1,25,772,0,40,2
3851,14,0.726388889,4,4,77,0,40,1
1520,2,0.836111111,1,220,93405,0,40,3
2968,9,0.41875,2,6,401,0,40,0
3402,,0.453472222,3,9,3997,94,40,0
3095,9,0.513194444,4,14,1851,0,40,0
2322,2,0.634722222,2,13,58651,0,40,0
2571,12,0.774305556,2,8,3813,0,40,1
101,9,0.788194444,4,17,245,1,40,0
3654,6,0.700694444,3,4,1404,0,40,1
171,13,0.769444444,3,56,6152,0,40,2
107,8,0.573611111,4,22,22065,0,40,0
3220,,0.397222222,1,8,128,0,40,0
4323,9,0.552083333,1,6,2172,3490,40,1
3361,14,0.772916667,2,20,3261,0,40,1
3909,12,0.428472222,2,6,1194,0,20,1
3153,3,0.422222222,1,4,479,0,40,0
3115,5,0.8,2,147,12904,0,40,3
3066,3,0.4,2,6,,0,20,0
4106,7,0.491666667,2,13,3788,0,40,2
3567,13,0.170138889,2,216,3002,0,40,1
3946,14,0.488194444,2,28,6945,15,40,1
1040,3,0.659027778,4,10,1228,0,40,0
3204,,0.597222222,3,16,3213,0,40,1
2760,12,0.502777778,2,20,8453,0,40,1
2120,3,0.622916667,1,34,1179,0,40,0
1524,0,0.439583333,5,24,6677,0,40,2
4130,9,0.716666667,3,3,137,0,40,0
2248,3,0.540972222,2,1,81,0,40,0
481,11,0.671527778,2,1,26602,0,200,0
3805,,0.702777778,3,11,3117,1,40,0
4317,3,0.5875,1,1,72,0,40,0
1762,8,0.395833333,1,7,9445,0,40,0
3742,,0.672916667,2,17,38880,0,40,0
3894,13,0.581944444,2,59,2993,34,40,1
3173,7,0.897222222,3,6,2173,59,40,1
3133,11,0.672916667,3,1,20176,0,40,0
405,13,0.579861111,2,29,3049,98,40,0
757,9,0.836805556,5,21,368,0,40,0
2711,7,0.651388889,4,1,662,0,40,0
2670,6,0.444444444,4,62,886,164,20,1
4190,13,0.582638889,4,5,7011,1,20,0
97,13,0.36875,3,1,3923,0,200,1
1333,14,0.788194444,2,147,2612,0,40,3
3649,9,0.6875,3,25,2521,0,40,1
2791,9,0.567361111,1,23,4306,0,40,1
2854,,0.663194444,5,21,3266,0,40,1
186,9,0.544444444,7,31,504,0,40,1
3013,6,0.75625,5,13,2193,82,40,0
3619,3,0.624305556,2,5,703,0,40,0
2058,11,0.699305556,5,7,45810,0,40,0
3225,,0.431944444,5,5,19422,0,40,0
148,7,0.826388889,3,6,2226,0,40,1
28,0,0.475,5,21,5426,0,100,2
3135,13,0.429166667,3,147,8266,0,40,2
3839,9,0.498611111,5,2,3717,0,40,0
692,3,0.509027778,5,2,333,0,40,0
2866,8,0.395138889,1,8,21555,0,40,0
1386,8,0.529861111,3,1,15025,0,40,0
1845,7,0.36875,2,222,134,0,40,2
3768,13,0.530555556,3,14,10649,0,40,0
1599,0,0.626388889,2,13,4903,0,40,0
3435,12,0.598611111,3,27,4253,0,40,2
701,,0.600694444,2,12,31181,0,40,0
1708,9,0.659027778,4,10,2928,134,40,1
454,14,0.798611111,4,43,3169,0,200,3
2868,9,0.7875,2,8,79,0,40,0
2040,12,0.729861111,3,82,9888,1,100,2
3208,14,0.439583333,1,11,975,32,40,1
2315,,0.777083333,2,82,951,7,20,0
609,,0.291666667,2,222,5339,0,40,1
167,4,0.674305556,3,3,330,0,40,0
730,,0.669444444,1,1,1151,0,200,2
3298,8,0.48125,5,2,37813,0,40,0
2074,,0.420833333,5,3,907,0,40,1
3116,14,0.544444444,3,21,3295,0,40,1
1622,9,0.219444444,5,8,596,0,40,0
587,8,0.573611111,3,8,17519,0,40,0
1401,14,0.640972222,4,5,76,0,40,0
1700,9,0.544444444,7,28,536,0,40,1
3341,13,0.634027778,1,32,3297,38,40,1
3611,9,0.364583333,4,13,3318,0,40,1
1379,9,0.677777778,1,46,622,8,40,1
2089,14,0.759722222,2,20,3236,545,100,2
2175,9,0.535416667,3,147,3235,0,40,3
3427,14,0.615972222,3,21,3259,0,40,1
3734,0,0.377777778,5,24,1166,0,40,0
4109,,0.6625,5,13,,0,40,0
2657,11,0.707638889,1,1,112353,0,40,0
3722,3,0.416666667,4,2,,0,200,0
441,0,0.622222222,2,13,3810,0,40,1
3048,2,0.61875,2,14,61612,0,40,0
2051,7,0.690972222,3,8,2415,0,40,0
2541,13,0.481944444,5,1,4590,0,40,1
1301,9,0.593055556,1,18,462,0,40,0
3892,,0.499305556,5,3,88395,0,40,0
1304,4,0.482638889,2,3,380,0,40,0
236,5,0.743055556,4,9,,184,40,1
2599,8,0.697916667,5,7,54259,0,40,0
520,,0.36875,4,1,195,0,200,0
2573,,0.583333333,2,27,8326,0,40,2
2768,13,0.584722222,1,7,3418,10,40,1
735,14,0.441666667,1,21,3273,129,100,2
4068,12,0.703472222,1,27,3271,11,40,1
2106,7,0.733333333,2,52,4284,3276,40,2
2679,9,0.634027778,1,32,1149,96,80,1
2761,7,0.479166667,3,31,3048,0,40,1
592,14,0.58125,4,24,451,3,40,2
1303,14,0.836805556,5,13,1287,0,400,3
1387,8,0.68125,5,3,23772,0,40,0
4055,0,0.622222222,2,13,3767,0,40,1
2978,9,0.828472222,4,7,1348,0,20,0
3711,9,0.655555556,2,41,2660,0,40,2
4263,14,0.5375,1,13,1266,0,400,3
904,7,0.425,5,8,2377,0,40,1
3897,9,0.321527778,2,13,1803,1,40,1
1279,7,0.596527778,3,27,4016,156,40,1
3667,2,0.631944444,3,5,23410,0,40,0
4244,9,0.499305556,4,2,5533,200,40,0
2308,4,0.691666667,3,8,787,0,40,0
3647,9,0.581944444,2,7,363,0,20,0
3802,13,0.581944444,2,26,5058,0,40,1
3634,12,0.006944444,7,3,3065,0,40,1
706,13,0.699305556,2,15,9218,0,40,0
4049,11,0.752083333,4,43,95798,0,200,2
745,12,0.447222222,1,8,6409,0,100,1
1939,0,0.575694444,2,13,4636,49,40,1
3552,9,0.859722222,1,11,3400,0,40,0
2862,12,0.740277778,2,52,410,3024,40,2
3008,11,0.41875,4,11,2741,0,40,0
513,13,0.713888889,3,14,8490,0,40,0
81,9,0.545138889,7,26,518,0,40,1
4310,13,0.513888889,2,148,7253,0,40,2
1308,0,0.805555556,1,27,2145,0,40,0
3811,14,0.477777778,4,19,211,61,40,1
914,14,0.688888889,3,25,2529,26,40,1
4161,5,0.395138889,1,11,,33,40,0
2198,4,0.434722222,5,5,695,0,20,0
774,,0.675694444,5,18,7756,1942,40,2
329,9,0.777777778,2,82,953,0,20,1
2054,,0.442361111,5,25,375,0,40,0
2001,11,0.585416667,2,88,31088,0,40,1
943,9,0.111805556,2,5,1113,0,40,0
822,6,0.404166667,4,23,210,0,40,0
3776,,0.861111111,2,4,2494,0,40,1
909,9,0.206944444,3,10,3510,0,40,0
2516,12,0.367361111,4,65,9793,0,100,2
181,,0.539583333,3,9,85597,0,40,0
164,9,0.529166667,2,3,,0,40,0
1523,14,0.595138889,3,2,4939,0,40,1
451,5,0.677083333,1,45,3054,17,40,0
2538,13,0.744444444,4,9,6295,296,40,1
3765,13,0.016666667,3,40,4859,0,40,0
1311,13,0.454861111,1,23,3030,0,40,0
1111,8,0.388888889,3,3,44956,0,40,0
3808,13,0.435416667,2,5,4391,0,40,0
1287,8,0.445138889,3,10,,0,20,0
3181,14,0.526388889,1,56,4278,0,40,3
3821,9,0.63125,5,19,2279,220,40,1
327,13,0.720833333,2,9,3808,0,40,0
1790,9,0.636805556,3,2,4929,0,200,0
2490,8,0.659027778,4,10,69662,0,40,0
4072,14,0.657638889,5,341,3531,5547,40,3
2007,11,0.600694444,1,51,43678,0,40,1
1858,13,0.454166667,2,1,3943,0,200,1
4038,8,0.652777778,2,17,4911,0,40,0
312,13,0.563194444,1,32,3273,0,40,0
832,13,0.451388889,4,1,8446,0,40,0
1201,9,0.877083333,7,11,203,0,40,0
3528,9,0.711805556,2,3,466,0,40,0
3607,0,0.63125,5,19,6271,21,40,1
2134,11,0.429166667,5,3,,0,40,0
2209,,0.224305556,5,62,,0,20,0
3537,2,0.459027778,5,22,,0,100,1
1481,9,0.535416667,4,17,72,3,40,0
777,8,0.563888889,4,6,92418,0,40,0
799,7,0.563888889,1,26,,3120,40,2
54,9,0.672916667,3,1,659,0,40,0
2972,13,0.915972222,3,13,7542,0,40,1
1920,5,0.414583333,5,3,3517,0,40,0
3961,14,0.467361111,5,13,,130,40,1
3292,11,0.427083333,3,147,109397,0,40,2
1701,6,0.531944444,4,62,924,4,20,0
2161,12,0.005555556,5,2,,0,40,1
1136,9,0.698611111,4,5,2726,1,40,0
987,12,0.372916667,4,1,1044,0,200,2
3608,8,0.438888889,4,2,126038,0,200,1
3289,7,0.404166667,2,221,393,0,40,2
1394,14,0.534027778,2,21,5074,0,40,3
2637,7,0.420833333,4,1,558,0,200,2
768,7,0.533333333,3,2,559,0,40,1
4118,2,0.44375,1,8,46514,0,40,0
285,9,0.572916667,2,1,80,0,40,0
4040,9,0.004861111,1,25,181,0,40,1
428,,0.605555556,2,22,4943,0,40,0
2332,6,0.626388889,2,13,4953,0,40,2
2717,4,0.573611111,2,1,75,0,40,0
2079,12,0.497222222,3,53,384,3,20,2
722,8,0.749305556,1,12,129863,0,40,0
951,11,0.434722222,5,8,25621,0,40,0
3639,6,0.805555556,1,2,72,0,40,0
2262,9,0.665277778,1,1,1233,0,40,0
989,0,0.709722222,3,16,,0,400,3
1759,5,0.660416667,1,1,5424,0,200,1
3285,12,0.689583333,3,5,2383,2,40,0
326,,0.924305556,2,82,898,17,20,0
2608,14,0.755555556,3,46,7834,0,40,2
1383,14,0.464583333,3,13,3066,217,40,1
1724,9,0.648611111,5,17,2586,0,40,1
1086,9,0.693055556,3,16,1254,0,400,2
3685,13,0.450694444,4,2,1027,0,40,0
341,0,0.3125,4,205,6842,0,40,3
147,13,0.523611111,3,14,10704,0,40,0
3564,3,0.579166667,2,26,1223,0,40,0
1107,9,0.883333333,5,3,208,0,40,0
848,12,0.672916667,1,1,2909,0,200,2
966,14,0.650694444,2,9,939,3,20,1
3762,9,0.728472222,2,9,2126,34,40,0
2203,9,0.565972222,1,29,529,0,40,0
3384,7,0.658333333,3,41,1262,0,40,2
661,9,0.659722222,5,15,562,0,400,1
1002,2,0.696527778,5,10,56122,0,40,0
3568,12,0.765972222,4,9,7030,0,40,0
3853,9,0.689583333,3,11,817,1,40,0
3831,2,0.276388889,2,222,56531,0,40,3
4071,9,0.545138889,7,31,486,0,40,1
1879,9,0.384722222,3,1,,0,40,0
4205,13,0.440972222,3,31,2509,0,40,0
1203,8,0.86875,1,8,13485,0,40,0
1990,,0.005555556,2,3,3035,0,40,1
24,13,0.736111111,5,18,12882,4,40,0
4203,7,0.777777778,1,147,896,0,40,2
4328,,0.925694444,1,31,1507,130,40,1
3179,9,0.434722222,3,8,,0,40,0
3509,12,0.709027778,1,1,9963,86,40,1
875,12,0.663194444,2,27,4991,0,40,3
4110,13,0.699305556,3,27,6693,0,40,1
938,5,0.470833333,5,13,9094,196,40,1
2687,9,0.447916667,5,2,,0,40,0
2394,14,0.629166667,5,18,3230,1,40,1
3836,,0.939583333,2,5,5814,0,40,2
4314,14,0.480555556,5,8,919,3,20,1
385,5,0.429861111,3,1,4130,0,40,2
3861,9,0.575,2,13,,0,40,0
3838,,0.757638889,4,17,3222,8,40,1
4103,12,0.679166667,5,13,4440,303,40,2
2291,14,0.623611111,5,71,,0,40,1
3196,11,0.378472222,2,12,36379,0,40,0
936,0,0.622222222,2,13,4552,0,40,1
3953,9,0.880555556,7,20,207,0,40,0
2360,13,0.671527778,5,1,2391,0,40,0
201,13,0.747916667,1,11,4191,136,40,0
1332,11,0.456944444,3,1,,0,40,0
3016,14,0.560416667,4,56,2137,0,40,3
2708,13,0.55,4,4,7543,16,100,1
1934,4,0.672222222,5,2,318,0,40,0
935,9,0.884027778,7,23,232,0,40,0
2418,14,0.601388889,3,1,833,0,200,1
566,11,0.58125,2,26,50580,0,40,0
1854,14,0.8,4,19,3331,0,40,1
3679,14,0.436805556,5,13,867,39,40,1
2872,9,0.478472222,5,8,2074,14,40,0
3030,9,0.720138889,3,12,972,1,40,0
3700,7,0.528472222,3,216,3071,0,40,3
2467,14,0.614583333,3,20,3256,0,40,1
1645,11,0.447916667,2,1,42004,0,200,0
3245,14,0.442361111,5,1,1340,0,200,2
2861,7,0.501388889,1,25,4779,349,40,2
1792,9,0.427777778,4,1,831,0,200,0
1430,9,0.616666667,4,31,2285,0,40,1
2826,,0.594444444,2,3,914,0,40,1
3100,3,0.840972222,3,12,1034,0,20,0
3535,12,0.711111111,2,53,381,3,20,2
1013,0,0.440277778,3,221,1731,0,40,2
1928,11,0.875,3,4,31316,0,40,0
3431,,0.523611111,2,220,81212,0,40,3
3056,8,0.804861111,1,26,17868,0,40,0
126,14,0.469444444,2,13,1296,0,400,3
3203,13,0.726388889,3,51,9747,0,100,1
2935,12,0.619444444,2,29,3066,0,40,3
1347,4,0.436111111,5,3,343,0,40,0
3055,8,0.673611111,3,3,19270,0,40,0
355,4,0.414583333,4,1,181,0,40,0
3985,11,0.420138889,5,3,23705,0,40,0
2730,9,0.501388889,7,4,469,0,40,0
827,9,0.85625,2,83,1004,0,20,1
1639,9,0.207638889,3,10,1540,2,40,0
3989,3,0.413194444,1,17,73,0,40,0
984,9,0.68125,5,15,562,0,100,0
4305,7,0.395833333,2,221,2118,0,40,3
2188,12,0.800694444,2,81,10003,4,40,1
3905,2,0.424305556,1,222,1655,0,40,0
2443,9,0.592361111,1,28,5006,2,40,2
362,14,0.501388889,3,148,3700,0,40,3
2349,12,0.647916667,4,19,9474,15,40,1
345,13,0.63125,5,19,6483,147,40,1
3539,12,0.654861111,3,9,7033,0,40,1
3895,2,0.210416667,2,221,14442,0,40,2
711,11,0.590972222,2,13,54461,0,40,0
3166,13,0.586111111,1,6,,0,40,0
4152,3,0.654861111,1,2,249,0,200,0
3154,12,0.421527778,2,148,349,0,40,3
10,12,0.357638889,5,9,5858,1,40,1
3686,5,0.477777778,2,2,7737,0,40,1
2116,14,0.442361111,1,21,3246,350,100,2
1834,5,0.444444444,3,1,2896,0,40,0
793,8,0.579166667,2,26,41490,0,40,0
4281,6,0.245138889,5,62,646,1,20,0
2802,8,0.663194444,3,184,317941,0,40,1
2674,,0.879861111,7,24,208,0,40,0
94,7,0.671527778,1,2,659,0,200,2
129,9,0.633333333,4,2,1181,0,40,0
2891,12,0.444444444,1,8,6625,217,40,1
2371,6,0.588888889,1,33,982,169,40,1
3999,9,0.565277778,5,10,2656,0,200,1
4259,8,0.434722222,4,12,,0,80,0
3764,14,0.659722222,4,13,1318,0,400,3
2263,,0.477083333,4,19,,42,40,0
1900,9,0.480555556,5,2,1624,0,40,0
3344,3,0.504861111,5,8,879,0,40,0
3658,9,0.644444444,4,17,1880,0,40,1
1932,4,0.697916667,4,6,,0,40,0
3370,9,0.877083333,7,13,173,0,40,0
3279,2,0.583333333,3,2,18515,0,40,0
2912,8,0.68125,3,829,2635,0,40,1
1865,11,0.593055556,1,62,33492,0,20,0
1658,14,0.588194444,2,88,,8,40,1
516,9,0.695833333,3,5,108,0,40,0
1857,9,0.530555556,3,215,1004,0,40,3
2645,13,0.622916667,2,13,15583,0,40,1
2243,11,0.734027778,2,51,,0,40,0
1277,,0.51875,3,1,9249,0,40,0
2336,9,0.418055556,4,79,943,1,20,1
950,14,0.513194444,4,23,220,0,40,1
3871,9,0.545833333,7,33,527,0,40,1
3942,13,0.458333333,3,1,613,0,40,0
1120,,0.545833333,7,25,509,0,40,1
2597,8,0.482638889,1,14,57721,0,40,0
2204,11,0.573611111,1,19,7136,0,40,0
419,9,0.763194444,5,21,2721,0,40,1
922,11,0.50625,5,2,53131,0,40,0
3358,,0.467361111,5,13,4977,149,40,0
477,2,0.452777778,2,1,28038,0,200,1
2035,9,0.6125,2,5,737,0,40,0
4070,6,0.452083333,3,83,912,219,20,2
1692,,0.8625,4,21,1205,14,40,0
3516,7,0.7375,2,52,,3494,40,2
3367,11,0.582638889,2,59,30451,0,40,1
1471,,0.563888889,5,20,395,0,40,0
2601,5,0.595833333,3,2,24368,0,40,1
1202,8,0.65625,4,1,49372,0,200,1
2438,12,0.565972222,1,23,3009,0,40,1
2626,,0.465972222,1,22,2641,275,40,2
1669,2,0.455555556,3,82,19287,0,20,0
4174,0,0.636111111,2,13,4339,0,40,1
1970,12,0.331944444,1,14,4692,0,40,2
4041,9,0.651388889,2,9,309,0,40,0
2151,12,0.650694444,2,59,3026,9,40,3
820,13,0.691666667,3,5,2386,39,40,1
1997,7,0.639583333,1,33,3276,0,40,1
4237,9,0.686805556,3,4,1933,0,40,0
3054,2,0.740277778,2,5,25362,0,40,0
1248,13,0.222222222,5,62,1904,3,20,0
3569,11,0.519444444,5,14,53201,0,40,0
2712,7,0.655555556,2,10,3689,54,40,1
4078,2,0.327777778,1,14,32196,0,40,0
2190,7,0.5,5,2,920,0,40,1
4005,14,0.509722222,3,20,,191,40,1
1046,12,0.652083333,1,27,745,245,40,2
1888,9,0.222916667,5,62,630,1,20,1
2469,7,0.645833333,2,2,,0,40,1
2847,12,0.713194444,3,14,8454,0,40,1
615,9,0.54375,7,23,514,0,40,0
1318,9,0.607638889,3,4,1702,0,40,0
1863,12,0.004861111,3,3,3018,0,40,1
2343,2,0.616666667,1,51,43670,0,40,1
2449,9,0.550694444,2,1,486,0,40,0
2136,8,0.674305556,5,6,31818,0,40,0
3754,9,0.678472222,2,5,220,0,40,0
1772,14,0.656944444,4,13,1317,0,400,3
4295,12,0.582638889,5,45,23389,22,40,2
131,14,0.617361111,3,219,474,11,40,2
3291,14,0.736805556,3,21,3282,14,100,2
77,9,0.614583333,2,26,1684,0,40,1
2898,9,0.604861111,1,12,,3,40,0
2052,5,0.734027778,2,52,10393,3427,40,2
724,,0.400694444,4,582,,29,40,2
1314,13,0.240972222,1,216,14817,0,40,3
3489,5,0.202777778,5,8,2606,13,40,0
1851,9,0.457638889,4,17,126,2,20,0
2317,14,0.446527778,4,21,,1,100,2
3501,2,0.727777778,2,9,42426,0,40,0
3797,9,0.593055556,3,2,4960,0,40,0
1372,2,0.672222222,3,17,66195,0,40,0
1855,13,0.378472222,1,222,9428,0,40,2
2965,11,0.749305556,3,45,233951,0,40,2
1319,,0.772222222,4,6,7357,0,40,1
2560,9,0.578472222,5,3,3725,0,100,0
4241,12,0.727083333,5,2,3343,0,40,1
3741,12,0.747916667,1,11,4227,1,40,1
4224,9,0.972916667,6,11,,0,40,0
375,12,0.697916667,2,15,9178,0,40,1
1908,9,0.746527778,2,9,1430,320,40,0
333,9,0.804861111,4,22,,0,40,0
3437,9,0.477083333,1,11,79,11,40,0
3646,9,0.775,4,7,2513,0,400,2
2365,13,0.727083333,2,51,433,2975,40,0
1604,14,0.423611111,5,9,844,1,40,0
1118,8,0.346527778,4,14,4917,0,40,0
4212,14,0.838194444,5,13,1289,0,400,3
1943,13,0.018055556,5,46,4852,0,40,0
2958,,0.573611111,4,22,899,0,40,0
3451,,0.585416667,2,26,4824,0,40,2
4290,14,0.057638889,4,10,235,1,40,1
3467,11,0.240277778,4,62,19452,0,20,0
2376,9,0.504166667,3,16,3203,1,40,0
3860,,0.877083333,7,11,190,0,40,0
1342,13,0.805555556,2,5,1095,0,40,0
320,13,0.773611111,2,147,7724,0,40,2
1619,7,0.374305556,2,222,205,0,40,2
3886,4,0.757638889,3,46,5464,0,40,2
2060,9,0.689583333,2,5,4313,0,40,0
2945,12,0.613888889,5,18,10381,129,40,2
2219,11,0.697916667,1,2,36991,0,40,0
1673,9,0.340277778,3,7,487,1,40,0
1942,7,0.409722222,1,3,1373,0,40,1
260,7,0.757638889,5,12,4527,28,40,1
3587,14,0.605555556,2,18,3239,397,100,1
2039,9,0.740277778,1,16,1579,1,40,0
689,,0.4125,3,147,7163,0,40,2
901,12,0.663888889,3,4,5189,0,40,1
2306,12,0.477083333,3,16,9216,2,40,1
2026,6,0.357638889,4,61,937,1,20,0
2892,9,0.749305556,2,9,337,0,40,0
138,14,0.603472222,2,21,3284,228,100,1
1917,8,0.622222222,5,71,15375,0,40,0
1828,14,0.8375,5,13,1295,0,400,3
1573,5,0.697916667,5,6,5699,23,40,0
319,9,0.388888889,3,3,1955,0,40,0
653,,0.588888889,5,46,,273,40,2
2137,13,0.25625,5,27,2991,1,40,0
3536,13,0.491666667,5,8,5434,18,40,1
558,9,0.877083333,7,11,163,0,40,0
2187,7,0.349305556,5,13,2650,0,80,1
112,5,0.6875,3,2,3512,0,40,0
531,9,0.754861111,3,3,88,0,40,0
224,7,0.6625,3,4,1415,0,40,1
723,5,0.620138889,2,13,,0,40,2
3703,9,0.530555556,5,7,880,0,40,0
2883,8,0.431944444,3,5,252157,0,40,1
3938,14,0.471527778,5,14,1914,33,40,1
